time,lasttime,lat,lng,speed,course,altitude,comment
2020-10-09 17:19:10,2020-10-09 17:19:10,38.84233,-76.99483,11,21,413.00,"04 4.64 23 413 9"
2020-10-09 17:23:00,2020-10-09 17:25:02,38.85400,-76.98517,22,36,836.98,"05 4.62 17 12"
2020-10-09 17:27:07,2020-10-09 17:27:07,38.86150,-76.97217,19,62,1040.89,"07 4.60 17 1041 13"
2020-10-09 17:29:04,2020-10-09 17:29:04,38.86433,-76.96617,17,42,1200.91,"07 4.68 16 1201 14"
2020-10-09 17:33:09,2020-10-09 17:33:09,38.86833,-76.95933,4,64,1623.06,"07 4.72 14 1623 16"
2020-10-09 17:35:07,2020-10-09 17:35:07,38.86817,-76.95833,6,135,1791.00,"08 4.76 13 1791 17"
2020-10-09 17:37:08,2020-10-09 17:37:08,38.86533,-76.95567,15,141,1951.02,"08 4.74 13 1951 18"
2020-10-09 17:39:00,2020-10-09 17:39:00,38.86067,-76.94833,31,121,2123.85,"09 4.74 15 2124 19"
2020-10-09 17:41:04,2020-10-09 17:41:04,38.85483,-76.94067,28,145,2260.09,"09 4.72 15 2260 20"
2020-10-09 17:43:06,2020-10-09 17:43:06,38.84767,-76.93567,24,151,2429.87,"09 4.70 15 2430 21"
2020-10-09 17:47:01,2020-10-09 17:47:01,38.83683,-76.92233,28,123,2742.90,"09 4.74 14 2743 23"
2020-10-09 17:49:07,2020-10-09 17:49:07,38.83133,-76.91250,30,116,2909.01,"09 4.72 12 2909 24"
2020-10-09 17:51:03,2020-10-09 17:51:03,38.82683,-76.90133,35,110,3080.92,"09 4.74 12 3081 25"
2020-10-09 17:53:09,2020-10-09 17:53:09,38.82233,-76.88950,31,104,3248.86,"09 4.72 11 3249 26"
2020-10-09 17:55:08,2020-10-09 17:55:08,38.81817,-76.87583,43,114,3414.06,"09 4.72 12 3414 27"
2020-10-09 17:57:09,2020-10-09 17:57:09,38.81233,-76.86067,46,115,3559.15,"09 4.74 12 3559 28"
2020-10-09 17:59:02,2020-10-09 17:59:02,38.80483,-76.84500,48,116,3689.91,"09 4.66 9 3690 29"
2020-10-09 18:01:03,2020-10-09 18:01:03,38.79667,-76.82817,50,126,3827.07,"09 4.68 10 3827 30"
2020-10-09 18:03:07,2020-10-09 18:03:07,38.78817,-76.81100,54,116,3955.08,"09 4.74 8 3955 31"
2020-10-09 18:07:04,2020-10-09 18:07:04,38.77183,-76.77583,52,124,4219.96,"08 4.80 10 4220 33"
2020-10-09 18:11:03,2020-10-09 18:11:03,38.75450,-76.73900,57,113,4529.94,"08 4.74 10 4530 35"
2020-10-09 18:13:06,2020-10-09 18:13:06,38.74783,-76.71950,54,109,4641.19,"08 4.76 9 4641 36"
2020-10-09 18:15:01,2020-10-09 18:15:01,38.74233,-76.69950,54,113,4767.99,"08 4.76 7 4768 37"
2020-10-09 18:17:01,2020-10-09 18:17:01,38.73650,-76.68017,52,116,4917.03,"08 4.76 7 4917 38"
2020-10-09 18:19:01,2020-10-09 18:19:01,38.72950,-76.66067,56,113,5056.02,"07 4.74 8 5056 39"
2020-10-09 18:21:02,2020-10-09 18:21:02,38.72283,-76.63983,59,110,5177.03,"07 4.74 8 5177 40"
2020-10-09 18:23:04,2020-10-09 18:23:04,38.71750,-76.61700,61,103,5299.25,"07 4.76 9 5299 41"
2020-10-09 18:25:07,2020-10-09 18:25:07,38.71217,-76.59283,69,105,5432.15,"08 4.70 6 5432 42"
