time,lasttime,lat,lng,speed,course,altitude-M,sat_track,voltage,Temp-C,altitude-m,unk4
10/15/20 5:56,10/15/20 5:56,47.56383,36.17817,111,44,12133.48,11,4.34,-10,12133,7
10/15/20 6:17,10/15/20 6:17,47.809,36.54317,111,46,12141.4,11,3.8,-10,12141,4
10/15/20 6:24,10/15/20 6:24,47.8975,36.68633,117,47,12123.42,11,4.26,-11,12123,4
10/15/20 6:26,10/15/20 6:26,47.92117,36.724,115,46,12156.34,11,3.68,-10,12156,5
10/15/20 6:28,10/15/20 6:28,47.94483,36.7615,115,47,12139.57,11,4.82,-8,12139,6
10/15/20 6:30,10/15/20 6:30,47.96833,36.7995,115,47,12171.58,10,4.76,-12,12171,7
10/15/20 6:32,10/15/20 6:32,47.99233,36.838,117,47,12137.44,11,3.92,-7,12137,8
10/15/20 6:34,10/15/20 6:34,48.01617,36.87633,115,47,12149.33,12,4.76,-12,12149,9
10/15/20 6:36,10/15/20 6:36,48.03967,36.91367,113,45,12151.46,11,4.62,-11,12151,10
10/15/20 6:38,10/15/20 6:38,48.0635,36.9495,113,45,12163.35,11,4.7,-14,12163,11
10/15/20 6:40,10/15/20 6:40,48.08733,36.986,113,45,12149.33,11,4.78,-9,12149,12
10/15/20 6:42,10/15/20 6:42,48.11133,37.02233,113,44,12173.41,11,4.64,-7,12173,13
10/15/20 6:44,10/15/20 6:44,48.13617,37.0585,117,43,12165.48,12,4.88,-9,12165,14
10/15/20 6:46,10/15/20 6:46,48.16133,37.09533,117,45,12145.37,12,3.9,-5,12145,15
10/15/20 6:48,10/15/20 6:48,48.18583,37.13217,115,45,12154.51,12,4.32,-6,12154,16
10/15/20 6:50,10/15/20 6:50,48.20967,37.1685,113,45,12161.52,11,4.34,-5,12161,17
10/15/20 6:52,10/15/20 6:52,48.23333,37.20517,115,45,12177.37,11,4.68,-11,12177,18
10/15/20 6:54,10/15/20 6:54,48.2575,37.24217,113,45,12154.51,11,4.36,-13,12154,19
10/15/20 6:56,10/15/20 6:56,48.28183,37.278,113,44,12162.43,11,4.54,-7,12162,20
10/15/20 7:00,10/15/20 7:00,48.33067,37.34817,111,43,12159.39,11,4.02,-4,12159,22
10/15/20 7:02,10/15/20 7:02,48.35517,37.38283,113,43,12164.57,12,4.34,-5,12164,23
10/15/20 7:04,10/15/20 7:04,48.3795,37.41783,111,43,12168.53,11,4.44,-10,12168,24
10/15/20 7:08,10/15/20 7:08,48.4285,37.4875,113,43,12156.34,11,4.5,-9,12156,26
10/15/20 7:10,10/15/20 7:10,48.45317,37.52283,113,43,12185.29,11,4.84,-8,12185,27
10/15/20 7:14,10/15/20 7:14,48.5025,37.5925,111,43,12178.59,11,4.64,-9,12178,29
10/15/20 7:16,10/15/20 7:16,48.527,37.6275,111,43,12169.44,12,4.16,-8,12169,30
10/15/20 7:20,10/15/20 7:20,48.57567,37.696,109,42,12178.59,12,4.84,0,12178,32
10/15/20 7:22,10/15/20 7:22,48.60017,37.72933,109,42,12171.58,12,4.46,-7,12171,33
10/15/20 7:24,10/15/20 7:24,48.62467,37.7625,109,41,12167.31,12,4.72,-9,12167,34
10/15/20 7:26,10/15/20 7:26,48.64933,37.7955,109,41,12185.29,12,4.8,-16,12185,35
10/15/20 7:28,10/15/20 7:28,48.67417,37.82933,113,42,12177.37,12,4.36,-7,12177,36
10/15/20 7:30,10/15/20 7:30,48.69933,37.86467,115,43,12173.41,12,4.1,-4,12173,37
10/15/20 7:34,10/15/20 7:34,48.749,37.93483,111,42,12176.46,12,4.58,-3,12176,39
10/15/20 7:36,10/15/20 7:36,48.77367,37.96967,113,42,12164.57,11,4.86,-6,12164,40
10/15/20 7:40,10/15/20 7:40,48.82317,38.03817,109,42,12179.5,12,4.86,-7,12179,42
10/15/20 7:44,10/15/20 7:44,48.87233,38.10483,107,41,12172.49,12,4.6,-11,12172,44
10/15/20 7:48,10/15/20 7:48,48.92133,38.1695,107,41,12184.38,12,4.74,-11,12184,46
10/15/20 7:50,10/15/20 7:50,48.94567,38.2025,109,41,12179.5,12,4.74,-11,12179,47
10/15/20 7:52,10/15/20 7:52,48.97017,38.235,107,41,12187.43,12,4.34,-8,12187,48
10/15/20 7:54,10/15/20 7:54,48.99433,38.26733,106,41,12186.51,12,4.7,-12,12186,49
10/15/20 8:00,10/15/20 8:00,49.0665,38.36433,107,41,12195.35,12,4.92,-8,12195,52
10/15/20 8:02,10/15/20 8:02,49.091,38.39767,109,42,12195.35,12,4.46,-7,12195,53
10/15/20 8:04,10/15/20 8:04,49.1155,38.43117,109,41,12191.39,12,4.68,-18,12191,54
10/15/20 8:06,10/15/20 8:06,49.13983,38.4635,107,40,12192.3,12,4.78,-10,12192,55
10/15/20 8:08,10/15/20 8:08,49.164,38.49567,107,41,12205.41,12,4.64,-10,12205,56
10/15/20 8:10,10/15/20 8:10,49.1885,38.528,107,40,12201.45,12,4.88,-12,12201,57
10/15/20 8:12,10/15/20 8:12,49.213,38.5605,107,41,12174.32,12,4.48,-6,12174,58
10/15/20 8:18,10/15/20 8:22,49.262,38.6255,109,40,12193.52,0,4.6,-10,63,
10/17/20 23:23,10/17/20 23:23,37.434,120.731,159,93,12107.57,9,3.28,-8,12107,2
10/17/20 23:25,10/17/20 23:25,37.431,120.79133,159,93,12101.47,10,3.58,-9,12101,3
10/17/20 23:48,10/17/20 23:48,37.3895,121.48617,157,94,12114.58,9,4.62,-3,12114,4
10/17/20 23:50,10/17/20 23:50,37.3855,121.54533,157,94,12132.56,9,3.3,-1,12132,5
10/18/20 0:04,10/18/20 0:04,37.35333,121.96233,154,94,12116.41,9,4.48,-9,12116,6
10/18/20 0:09,10/18/20 0:09,37.3455,122.07817,154,94,12140.49,9,4.4,-10,12140,8
10/18/20 0:11,10/18/20 0:11,37.342,122.13617,154,94,12130.43,9,4.52,-14,12130,9
10/18/20 0:16,10/18/20 0:16,37.33083,122.30967,152,94,12142.32,9,4.6,-6,12142,12
10/18/20 0:18,10/18/20 0:18,37.327,122.36683,152,94,12139.57,9,3.68,-4,12139,13
10/18/20 0:20,10/18/20 0:20,37.32317,122.42417,154,94,12135.31,9,4.76,-10,12135,14
10/18/20 0:22,10/18/20 0:22,37.3195,122.48183,154,94,12144.45,9,4.16,-6,12144,15
10/18/20 0:26,10/18/20 0:26,37.312,122.59567,150,94,12129.52,9,4.48,-10,12129,17
10/18/20 0:28,10/18/20 0:28,37.30833,122.653,154,94,12138.36,9,4.8,-6,12138,18
10/18/20 0:30,10/18/20 0:30,37.30467,122.71067,152,94,12159.39,9,4.58,-7,12159,19
10/18/20 0:32,10/18/20 0:32,37.30117,122.767,150,94,12126.47,8,4.82,-10,12126,20
10/18/20 0:34,10/18/20 0:34,37.2975,122.8235,150,94,12139.57,9,4.58,-12,12139,21
10/18/20 0:36,10/18/20 0:36,37.29383,122.87967,148,94,12147.5,9,4.44,-3,12147,22
10/18/20 0:38,10/18/20 0:38,37.29033,122.936,150,94,12120.37,9,4.5,-5,12120,23
10/18/20 0:40,10/18/20 0:40,37.28667,122.9925,150,94,12109.4,9,4.84,-8,12109,24
10/18/20 0:45,10/18/20 0:45,37.27967,123.105,146,94,12119.46,8,4.7,-10,12119,26
10/18/20 6:03,10/18/20 6:03,38.69033,131.66217,159,68,12083.49,9,4.42,-9,12083,185
10/18/20 6:04,10/18/20 6:04,38.70817,131.71883,159,68,12087.45,8,4.62,-7,12087,186
10/18/20 6:27,10/18/20 6:27,38.91033,132.3475,163,67,12074.35,10,3.92,-6,12074,197
10/18/20 6:28,10/18/20 6:28,38.9295,132.40617,165,66,12084.41,10,3.84,-2,12084,198
10/18/20 6:31,10/18/20 6:31,38.94917,132.4645,165,66,12087.45,10,4.74,-7,12087,199
