time,lasttime,lat,lng,speed,course,altitude-M,sat_track,voltage,Temp_C,unk
10/11/20 15:03,10/11/20 15:03,49.59667,-76.42183,131,115,12068.56,9,4.86,-10,43
10/11/20 15:05,10/11/20 15:05,49.5795,-76.36683,131,115,12050.57,9,4.82,-13,44
10/11/20 15:07,10/11/20 15:07,49.5625,-76.31233,130,115,12052.4,9,4.62,-8,45
10/11/20 15:09,10/11/20 15:09,49.54567,-76.25817,130,115,12065.51,9,4.76,-6,46
10/11/20 15:11,10/11/20 15:11,49.52917,-76.20383,131,115,12076.48,9,4.64,-7,47
10/11/20 15:13,10/11/20 15:13,49.51233,-76.14867,131,115,12069.47,9,4.86,-3,48
10/11/20 15:15,10/11/20 15:15,49.49517,-76.093,133,115,12073.43,9,4.86,-9,49
10/11/20 15:17,10/11/20 15:17,49.478,-76.03733,133,115,12058.5,9,4.56,-9,50
10/11/20 15:19,10/11/20 15:19,49.46117,-75.98183,131,114,12059.41,9,4.68,-2,51
10/11/20 15:21,10/11/20 15:21,49.44483,-75.92683,130,114,12047.52,9,4.84,-11,52
10/11/20 15:23,10/11/20 15:23,49.429,-75.87233,130,113,12052.4,9,4.76,-7,53
10/11/20 15:25,10/11/20 15:25,49.41333,-75.81767,130,113,12045.39,9,4.7,-10,54
10/11/20 15:27,10/11/20 15:27,49.39733,-75.763,131,114,12061.55,9,4.88,-12,55
10/11/20 15:29,10/11/20 15:29,49.381,-75.70783,131,114,12048.44,10,4.78,-19,56
10/11/20 15:31,10/11/20 15:31,49.36483,-75.653,130,114,12050.57,10,4.92,-9,57
10/11/20 15:33,10/11/20 15:33,49.34833,-75.59817,131,114,12056.36,11,4.82,-18,58
10/11/20 15:35,10/11/20 15:35,49.33167,-75.54317,131,114,12059.41,11,4.5,-6,59
10/11/20 15:37,10/11/20 15:37,49.31483,-75.48833,131,115,12061.55,11,4.94,-8,60
10/11/20 15:39,10/11/20 15:39,49.298,-75.43317,131,114,12056.36,11,4.7,-2,61
10/11/20 15:41,10/11/20 15:41,49.282,-75.37767,131,113,12054.54,11,4.94,0,62
10/11/20 15:43,10/11/20 15:43,49.266,-75.3215,133,113,12063.37,12,4.9,-2,63
10/11/20 15:45,10/11/20 15:45,49.25,-75.26467,135,113,12071.3,12,4.9,-13,64
10/11/20 15:47,10/11/20 15:47,49.23367,-75.20683,137,113,12073.43,11,4.84,-17,65
10/11/20 15:49,10/11/20 15:49,49.21717,-75.14933,137,113,12074.35,11,4.9,-7,66
10/11/20 15:51,10/11/20 15:51,49.20033,-75.092,137,114,12067.34,11,4.9,-3,67
10/11/20 15:53,10/11/20 15:53,49.1835,-75.03483,135,114,12052.4,11,4.9,-2,68
10/11/20 15:55,10/11/20 15:55,49.16667,-74.97817,135,114,12051.49,11,4.76,-5,69
10/11/20 15:57,10/11/20 15:57,49.14983,-74.92167,135,114,12072.52,11,4.88,-2,70
10/11/20 15:59,10/11/20 15:59,49.13267,-74.86533,135,115,12067.34,11,4.9,-9,71
10/11/20 16:01,10/11/20 16:01,49.11533,-74.80917,135,115,12044.48,11,4.66,-4,72
10/11/20 16:03,10/11/20 16:03,49.09817,-74.75317,133,114,12053.32,11,4.78,-4,73
10/11/20 16:05,10/11/20 16:05,49.08133,-74.69733,135,115,12067.34,11,4.74,2,74
10/11/20 16:07,10/11/20 16:07,49.06367,-74.6415,135,116,12080.44,11,4.9,-2,75
10/11/20 16:09,10/11/20 16:09,49.0455,-74.58567,135,116,12053.32,11,4.92,-4,76
10/11/20 16:11,10/11/20 16:11,49.02717,-74.52967,137,116,12055.45,11,4.9,-5,77
10/11/20 16:13,10/11/20 16:13,49.00933,-74.4735,137,115,12071.3,10,4.92,-3,78
10/11/20 16:15,10/11/20 16:15,48.99133,-74.417,139,116,12079.53,11,4.84,-5,79
10/11/20 16:17,10/11/20 16:17,48.97267,-74.3605,139,117,12064.29,11,4.94,-7,80
10/11/20 16:19,10/11/20 16:19,48.95383,-74.30417,137,116,12060.33,11,4.88,-15,81
10/11/20 16:21,10/11/20 16:21,48.93517,-74.24833,137,116,12084.41,10,4.82,-9,82
10/11/20 16:23,10/11/20 16:23,48.9165,-74.19267,137,117,12079.53,10,4.94,-9,83
10/11/20 16:25,10/11/20 16:25,48.89733,-74.13667,139,116,12074.35,10,4.64,-1,84
10/11/20 16:27,10/11/20 16:27,48.87867,-74.08033,139,116,12074.35,10,4.86,-6,85
10/11/20 16:29,10/11/20 16:29,48.86067,-74.0235,139,115,12062.46,9,4.94,-5,86
10/11/20 16:31,10/11/20 16:31,48.84317,-73.966,139,114,12079.53,10,4.64,-3,87
10/11/20 16:33,10/11/20 16:33,48.82633,-73.90783,139,113,12069.47,9,4.66,3,88
10/11/20 16:35,10/11/20 16:35,48.80983,-73.8485,143,112,12062.46,9,4.7,-6,89
10/11/20 16:37,10/11/20 16:37,48.79333,-73.78783,144,112,12092.33,9,4.88,-4,90
10/11/20 16:39,10/11/20 16:39,48.77617,-73.727,146,113,12083.49,9,4.86,-6,91
10/11/20 16:41,10/11/20 16:41,48.75783,-73.66583,148,114,12076.48,9,4.84,-12,92
10/11/20 16:43,10/11/20 16:43,48.73967,-73.6045,146,113,12065.51,10,4.88,-15,93
10/11/20 16:45,10/11/20 16:45,48.7225,-73.54383,144,112,12025.58,9,4.9,-13,94
10/11/20 16:47,10/11/20 16:47,48.70617,-73.48317,143,111,12018.57,9,4.86,-10,95
10/11/20 16:49,10/11/20 16:49,48.69133,-73.4225,143,110,12073.43,10,4.78,-7,96
10/11/20 16:51,10/11/20 16:51,48.67583,-73.36167,144,111,12068.56,10,4.82,-7,97
10/11/20 16:53,10/11/20 16:53,48.66,-73.30017,144,111,12052.4,10,4.74,-6,98
10/11/20 16:55,10/11/20 16:55,48.64433,-73.23883,144,111,12060.33,10,4.9,-7,99
10/11/20 16:57,10/11/20 16:57,48.62867,-73.17733,144,110,12069.47,10,4.84,-14,100
10/11/20 16:59,10/11/20 16:59,48.61333,-73.11567,146,110,12065.51,10,4.82,-12,101
10/11/20 17:01,10/11/20 17:01,48.59833,-73.05333,146,109,12035.33,11,4.82,-14,102
10/11/20 17:03,10/11/20 17:03,48.5835,-72.99033,148,109,12041.43,11,4.72,-15,103
10/11/20 17:05,10/11/20 17:05,48.569,-72.92717,148,109,12085.32,11,4.74,-9,104
10/11/20 17:07,10/11/20 17:07,48.55383,-72.86383,150,109,12060.33,11,4.76,-14,105
10/11/20 17:09,10/11/20 17:09,48.5395,-72.8,148,107,12034.42,11,4.8,-16,106
10/11/20 17:11,10/11/20 17:11,48.526,-72.73583,148,107,12052.4,11,4.8,-15,107
10/11/20 17:13,10/11/20 17:13,48.51283,-72.67183,148,107,12060.33,11,4.88,-16,108
10/11/20 17:15,10/11/20 17:15,48.5,-72.6075,148,106,12046.31,11,4.9,-18,109
10/11/20 17:17,10/11/20 17:17,48.48717,-72.5425,152,106,12037.47,10,4.92,-13,110
10/11/20 17:19,10/11/20 17:19,48.47433,-72.47683,152,106,12046.31,11,4.82,-20,111
10/11/20 17:21,10/11/20 17:21,48.46183,-72.411,152,105,12056.36,11,4.84,-14,112
10/11/20 17:23,10/11/20 17:23,48.4495,-72.34483,152,105,12040.51,11,4.86,-14,113
10/11/20 17:25,10/11/20 17:25,48.43717,-72.27817,154,105,12010.34,11,4.8,-14,114
10/11/20 17:27,10/11/20 17:27,48.42483,-72.21033,157,105,11999.37,11,4.9,-12,115
10/11/20 17:29,10/11/20 17:29,48.41283,-72.14183,157,104,12011.56,11,4.78,-11,116
10/11/20 17:31,10/11/20 17:31,48.40067,-72.07333,157,104,11986.56,11,4.78,-8,117
10/11/20 17:33,10/11/20 17:33,48.3885,-72.00483,157,104,11961.57,11,4.9,-8,118
10/11/20 17:35,10/11/20 17:35,48.376,-71.935,161,105,11966.45,11,4.8,-5,119
10/11/20 17:37,10/11/20 17:37,48.36333,-71.865,161,105,11991.44,10,4.9,-5,120
10/11/20 17:39,10/11/20 17:39,48.3505,-71.795,159,105,11996.32,10,4.9,-9,121
10/11/20 17:41,10/11/20 17:41,48.33733,-71.72617,157,106,11980.47,10,4.7,-2,122
10/11/20 17:43,10/11/20 17:43,48.32433,-71.65767,157,105,11976.51,9,4.84,-4,123
10/11/20 17:45,10/11/20 17:45,48.3115,-71.589,159,105,11990.53,9,4.76,1,124
10/11/20 17:47,10/11/20 17:47,48.2985,-71.51967,161,105,12000.59,9,4.64,1,125
10/11/20 17:49,10/11/20 17:49,48.28567,-71.45017,159,105,12030.46,9,4.92,-8,126
10/11/20 17:51,10/11/20 17:51,48.273,-71.38117,159,105,12024.36,9,4.76,-11,127
10/11/20 17:53,10/11/20 17:53,48.25967,-71.31167,161,106,12038.38,9,4.54,-6,128
10/11/20 17:55,10/11/20 17:55,48.24567,-71.24217,161,107,12078.31,9,4.54,-1,129
10/11/20 17:57,10/11/20 17:57,48.2305,-71.17267,163,108,12076.48,9,4.76,-4,130
10/11/20 17:59,10/11/20 17:59,48.21467,-71.10317,163,108,12051.49,9,4.56,-2,131
10/11/20 18:01,10/11/20 18:01,48.19933,-71.03317,163,107,12057.58,9,4.66,-2,132
10/11/20 18:03,10/11/20 18:03,48.18417,-70.9635,163,107,12055.45,9,4.5,1,133
10/11/20 18:05,10/11/20 18:05,48.1695,-70.8935,163,107,12032.28,9,4.76,-5,134
10/11/20 18:07,10/11/20 18:07,48.155,-70.823,165,107,12030.46,8,4.56,-1,135
10/11/20 18:09,10/11/20 18:09,48.14033,-70.7525,165,107,12027.41,8,4.8,-1,136
10/11/20 18:11,10/11/20 18:11,48.1255,-70.6815,167,107,11997.54,8,4.62,-10,137
10/11/20 18:13,10/11/20 18:13,48.11017,-70.60983,169,107,11994.49,8,4.48,-8,138
10/11/20 18:15,10/11/20 18:15,48.09517,-70.53767,169,107,11944.5,9,4.78,-7,139
10/11/20 18:17,10/11/20 18:17,48.08,-70.46533,169,107,11939.32,10,4.76,-5,140
10/11/20 18:19,10/11/20 18:19,48.06467,-70.3925,170,107,11965.53,10,4.6,-3,141
10/11/20 18:21,10/11/20 18:21,48.04883,-70.31933,172,108,11994.49,10,4.9,-7,142
10/11/20 18:23,10/11/20 18:23,48.03267,-70.24567,174,108,11955.48,10,4.8,-7,143
10/11/20 18:25,10/11/20 18:25,48.01567,-70.17167,176,109,11950.29,10,4.74,-5,144
10/11/20 18:27,10/11/20 18:27,47.99717,-70.09783,176,111,11986.56,10,4.82,-10,145
10/11/20 18:29,10/11/20 18:29,47.97833,-70.024,178,110,11970.41,10,4.74,-8,146
10/11/20 18:31,10/11/20 18:31,47.959,-69.94933,180,111,11973.46,10,4.84,-4,147
10/11/20 18:33,10/11/20 18:33,47.939,-69.87483,180,112,11933.53,10,4.84,-3,148
10/11/20 18:35,10/11/20 18:35,47.91833,-69.801,176,112,11908.54,10,4.84,-9,149
10/11/20 18:37,10/11/20 18:37,47.89767,-69.72983,172,114,11899.39,11,4.94,-3,150
10/11/20 18:39,10/11/20 18:39,47.8765,-69.66067,167,114,11897.56,11,4.54,-6,151
10/11/20 18:41,10/11/20 18:41,47.8555,-69.59433,163,115,11888.42,11,4.94,-6,152
10/11/20 18:43,10/11/20 18:43,47.834,-69.5295,163,117,11864.34,12,4.82,-11,153
10/11/20 18:45,10/11/20 18:45,47.81183,-69.46517,161,116,11889.33,12,4.92,-7,154
10/11/20 18:47,10/11/20 18:47,47.78983,-69.401,161,117,11880.49,11,4.6,-9,155
10/11/20 18:49,10/11/20 18:49,47.76783,-69.3375,159,117,11879.28,11,4.78,-11,156
10/11/20 18:51,10/11/20 18:51,47.74567,-69.27417,159,116,11901.53,12,4.7,-10,157
10/11/20 18:53,10/11/20 18:53,47.72383,-69.20983,161,117,11866.47,12,4.88,-7,158
10/11/20 18:55,10/11/20 18:55,47.70133,-69.1455,163,118,11885.37,12,4.9,-2,159
10/11/20 18:57,10/11/20 18:57,47.67817,-69.08183,163,117,11922.56,12,4.56,-8,160
10/11/20 18:59,10/11/20 18:59,47.65583,-69.01683,163,116,11864.34,12,4.86,-8,161
10/11/20 19:01,10/11/20 19:01,47.634,-68.952,161,116,11886.29,12,4.78,-5,162
10/11/20 19:03,10/11/20 19:03,47.61283,-68.88767,161,115,11921.34,12,4.02,-3,163
10/11/20 19:05,10/11/20 19:05,47.59267,-68.82167,163,114,11902.44,12,4.7,-5,164
10/11/20 19:07,10/11/20 19:07,47.57267,-68.7565,159,114,11885.37,12,4.76,-11,165
10/11/20 19:09,10/11/20 19:09,47.55283,-68.69267,157,114,11896.34,12,4.82,-3,166
10/11/20 19:11,10/11/20 19:11,47.53283,-68.629,159,114,11915.55,12,4.36,-6,167
10/11/20 19:13,10/11/20 19:13,47.51317,-68.56417,161,114,11913.41,12,4.52,-9,168
10/11/20 19:15,10/11/20 19:15,47.49317,-68.49783,165,114,11908.54,12,4.22,0,169
10/11/20 19:17,10/11/20 19:17,47.473,-68.431,165,113,11912.5,12,4.22,-2,170
10/11/20 19:19,10/11/20 19:19,47.4525,-68.3635,167,114,11889.33,11,4.06,-1,171
10/11/20 19:21,10/11/20 19:21,47.4315,-68.29667,167,115,11917.38,10,4.84,0,172
10/11/20 19:23,10/11/20 19:23,47.41,-68.22983,167,115,11899.39,9,4.84,-6,173
10/11/20 19:25,10/11/20 19:25,47.38817,-68.16383,163,116,11879.28,10,4.22,-10,174
10/11/20 19:27,10/11/20 19:27,47.36633,-68.0995,161,117,11883.54,9,4.62,-7,175
10/11/20 19:29,10/11/20 19:29,47.34417,-68.03583,163,117,11900.31,9,4.56,-6,176
10/11/20 19:31,10/11/20 19:31,47.32183,-67.971,165,116,11907.32,9,4.6,-7,177
10/11/20 19:33,10/11/20 19:33,47.29967,-67.90517,165,116,11881.41,8,4.78,-2,178
10/11/20 19:35,10/11/20 19:35,47.27733,-67.8405,163,117,11872.57,9,3.42,2,179
10/11/20 19:37,10/11/20 19:37,47.25433,-67.7775,159,118,11872.57,9,4.74,-1,180
10/11/20 19:39,10/11/20 19:39,47.2315,-67.71617,156,119,11838.43,9,4.74,-2,181
10/11/20 19:41,10/11/20 19:41,47.2085,-67.65683,154,119,11853.37,9,4.6,-3,182
10/11/20 19:43,10/11/20 19:43,47.18517,-67.59817,154,120,11847.58,9,4.46,-8,183
10/11/20 19:45,10/11/20 19:45,47.16167,-67.53983,154,120,11852.45,9,3.46,-2,184
10/11/20 19:47,10/11/20 19:47,47.138,-67.48133,154,120,11868.3,10,4.08,-8,185
10/11/20 19:55,10/11/20 19:55,47.04717,-67.23833,159,118,11886.29,10,4.46,-6,4
10/11/20 19:57,10/11/20 19:57,47.0245,-67.17717,157,118,11887.5,10,4.68,-1,5
10/11/20 20:01,10/11/20 20:01,46.978,-67.05717,159,119,11917.38,11,3.28,-3,7
10/11/20 20:03,10/11/20 20:03,46.95417,-66.995,163,119,11896.34,11,4.18,-10,8
10/11/20 20:05,10/11/20 20:05,46.92983,-66.93317,161,120,11882.32,11,4.5,-11,9
10/11/20 20:07,10/11/20 20:07,46.906,-66.872,157,119,11872.57,11,3.28,-3,10
10/11/20 20:09,10/11/20 20:09,46.88283,-66.81217,156,119,11864.34,11,3.4,-8,11
10/13/20 10:10,10/13/20 10:10,55.12267,-15.747,126,156,12183.47,11,4.18,-13,2
10/13/20 10:12,10/13/20 10:12,55.08783,-15.72067,126,155,12209.37,12,4.02,-17,3
10/13/20 10:14,10/13/20 10:14,55.05267,-15.694,128,156,12224.31,12,4.02,-19,4
10/13/20 10:16,10/13/20 10:16,55.01733,-15.668,128,157,12217.3,11,3.52,-17,5
10/13/20 10:18,10/13/20 10:18,54.98167,-15.6425,128,158,12240.46,12,4.26,-18,6
10/13/20 10:20,10/13/20 10:20,54.94633,-15.619,124,158,12237.42,11,4.12,-13,7
10/13/20 10:22,10/13/20 10:22,54.91167,-15.59483,124,157,12236.5,11,4.06,-14,8
10/13/20 10:24,10/13/20 10:24,54.87683,-15.5705,124,157,12203.58,12,4.5,-16,9
10/13/20 10:26,10/13/20 10:26,54.84217,-15.54683,124,158,12210.59,12,4.62,-12,10
10/13/20 10:30,10/13/20 10:30,54.77233,-15.50067,126,158,12218.52,12,4.5,-18,12
10/13/20 10:32,10/13/20 10:32,54.73717,-15.47767,124,158,12214.56,12,4.18,-16,13
10/13/20 10:34,10/13/20 10:34,54.70233,-15.45383,126,158,12212.42,12,4.78,-10,14
10/13/20 10:36,10/13/20 10:36,54.667,-15.42933,126,157,12227.36,12,4.86,-8,15
10/13/20 10:40,10/13/20 10:40,54.59667,-15.3755,128,155,12242.6,12,4.54,-18,17
10/13/20 10:42,10/13/20 10:42,54.56133,-15.34833,128,157,12240.46,10,4.44,-18,18
10/13/20 10:50,10/13/20 10:50,54.41983,-15.24917,130,156,12257.53,9,4.58,-15,22
10/13/20 10:54,10/13/20 10:54,54.384,-15.222,131,155,12226.44,0,4.46,-22,
10/13/20 10:56,10/13/20 10:56,54.31217,-15.16617,131,155,12241.38,9,3.28,-5,25
10/13/20 10:58,10/13/20 10:58,54.27617,-15.13833,131,155,12240.46,10,4.64,-10,26
10/13/20 11:00,10/13/20 11:00,54.24,-15.11033,131,155,12245.34,10,4.72,-10,27
10/13/20 11:02,10/13/20 11:02,54.20383,-15.08283,133,156,12244.43,10,4.92,-14,28
10/13/20 11:04,10/13/20 11:04,54.16717,-15.05617,131,156,12233.45,10,4.36,-19,29
10/13/20 11:08,10/13/20 11:08,54.094,-15.00283,133,156,12238.33,10,4.88,-10,31
10/13/20 11:10,10/13/20 11:10,54.05717,-14.97633,133,157,12245.34,10,4.2,-12,32
10/13/20 11:12,10/13/20 11:12,54.02017,-14.95017,133,157,12244.43,10,4.34,-12,33
10/13/20 11:14,10/13/20 11:14,53.98317,-14.92383,133,157,12261.49,9,4.74,-10,34
10/13/20 11:16,10/13/20 11:16,53.94583,-14.8975,135,157,12235.59,10,4.92,-8,35
10/13/20 11:18,10/13/20 11:18,53.90817,-14.8715,135,157,12244.43,10,4.9,-9,36
10/13/20 11:20,10/13/20 11:20,53.87067,-14.84567,135,157,12246.56,10,4.9,-12,37
10/13/20 11:22,10/13/20 11:22,53.833,-14.81967,133,157,12254.48,11,4.14,-12,38
10/13/20 11:24,10/13/20 11:24,53.79517,-14.79433,135,158,12244.43,11,4.92,-16,39
10/13/20 11:26,10/13/20 11:26,53.7575,-14.768,135,157,12249.3,11,4.38,-10,40
10/13/20 11:28,10/13/20 11:28,53.71983,-14.74133,135,157,12251.44,11,4.92,-11,41
10/13/20 11:30,10/13/20 11:30,53.682,-14.71433,137,156,12242.6,11,4.4,-16,42
10/13/20 11:32,10/13/20 11:32,53.6445,-14.68667,137,156,12252.35,12,4.76,-15,43
10/13/20 11:36,10/13/20 11:36,53.56917,-14.6295,137,155,12253.57,12,4.92,-15,45
10/13/20 11:38,10/13/20 11:38,53.53167,-14.60083,137,155,12256.31,12,4.9,-12,46
10/13/20 11:40,10/13/20 11:40,53.49367,-14.57317,137,156,12243.51,12,4.84,-14,47
10/13/20 11:42,10/13/20 11:42,53.45583,-14.5455,137,156,12235.59,12,4.82,-14,48
10/13/20 11:44,10/13/20 11:44,53.41817,-14.51733,137,156,12251.44,12,4.28,-9,49
10/13/20 11:46,10/13/20 11:46,53.38033,-14.489,137,155,12242.6,12,4.16,-7,50
10/13/20 11:50,10/13/20 11:50,53.3045,-14.43283,139,156,12249.3,12,4.84,-9,52
10/13/20 11:56,10/13/20 11:56,53.18967,-14.35333,137,157,12250.52,12,4.94,-15,55
10/13/20 11:58,10/13/20 11:58,53.15117,-14.32717,137,157,12246.56,11,4.78,-9,56
10/13/20 12:00,10/13/20 12:00,53.113,-14.30083,137,157,12265.46,11,4.72,-9,57
10/13/20 12:44,10/13/20 12:44,52.24783,-13.78333,141,160,12285.57,8,4.88,-15,79
10/13/20 12:46,10/13/20 12:46,52.20783,-13.76033,141,160,12287.4,8,4.42,-5,80
10/13/20 12:48,10/13/20 12:48,52.168,-13.73717,141,160,12290.45,8,4.9,-19,81
10/13/20 12:50,10/13/20 12:50,52.12833,-13.71383,141,160,12295.33,9,4.68,-20,82
10/13/20 12:52,10/13/20 12:52,52.08883,-13.6905,141,160,12298.38,9,4.46,-12,83
10/13/20 12:54,10/13/20 12:54,52.04917,-13.6675,141,160,12290.45,9,4.62,-6,84
10/13/20 12:56,10/13/20 12:56,52.00933,-13.64517,141,161,12302.34,9,4.9,-6,85
10/13/20 12:58,10/13/20 12:58,51.96933,-13.62283,141,160,12300.51,9,4.94,-8,86
10/13/20 13:00,10/13/20 13:00,51.9295,-13.6005,141,161,12296.55,9,4.94,-11,87
10/13/20 13:14,10/13/20 13:14,51.6515,-13.43117,143,157,12311.48,8,4.92,-10,94
10/13/20 13:18,10/13/20 13:18,51.57167,-13.3785,143,157,12302.34,9,4.62,-14,96
10/13/20 13:20,10/13/20 13:20,51.53183,-13.352,144,157,12309.35,9,4.48,-9,97
10/13/20 13:22,10/13/20 13:22,51.49167,-13.32533,146,157,12323.37,10,4.9,-7,98
10/13/20 13:24,10/13/20 13:24,51.45133,-13.29867,144,157,12328.55,10,4.64,-5,99
10/13/20 13:26,10/13/20 13:26,51.411,-13.27317,144,158,12325.5,10,4.92,-12,100
10/13/20 13:28,10/13/20 13:28,51.3705,-13.24717,144,158,12321.54,9,4.86,-6,101
10/13/20 13:30,10/13/20 13:30,51.33,-13.22133,144,158,12329.46,9,4.88,-9,102
10/13/20 13:32,10/13/20 13:32,51.28933,-13.1955,144,158,12317.58,9,4.54,-6,103
10/13/20 13:34,10/13/20 13:34,51.24883,-13.16917,146,157,12320.32,9,4.7,-5,104
10/13/20 13:36,10/13/20 13:36,51.20833,-13.14267,144,157,12312.4,9,4.86,-5,105
10/13/20 13:38,10/13/20 13:38,51.16767,-13.11533,148,156,12304.47,9,4.64,-11,106
10/13/20 13:40,10/13/20 13:40,51.12683,-13.08783,146,157,12322.45,9,4.92,-5,107
10/13/20 13:42,10/13/20 13:42,51.08617,-13.061,146,157,12324.59,9,4.48,-1,108
10/13/20 13:44,10/13/20 13:44,51.04533,-13.0345,146,158,12326.42,9,4.96,-11,109
10/13/20 13:46,10/13/20 13:46,51.00433,-13.00883,146,158,12335.56,9,4.86,-9,110
10/13/20 13:48,10/13/20 13:48,50.9635,-12.98333,146,158,12340.44,8,4.72,-8,111
10/13/20 13:50,10/13/20 13:50,50.92267,-12.9585,144,159,12328.55,8,4.52,0,112
10/13/20 13:52,10/13/20 13:52,50.88167,-12.93383,146,159,12323.37,8,4.62,-4,113
10/13/20 13:54,10/13/20 13:54,50.84067,-12.909,146,159,12328.55,8,4.82,-18,114
10/13/20 13:56,10/13/20 13:56,50.79967,-12.88433,146,159,12330.38,8,4.9,-22,115
10/13/20 13:58,10/13/20 13:58,50.75883,-12.85983,144,159,12338.3,8,4.6,-13,116
10/13/20 14:00,10/13/20 14:00,50.71883,-12.8355,143,159,12325.5,8,4.96,-19,117
10/13/20 14:06,10/13/20 14:06,50.59583,-12.7595,148,158,12327.33,8,4.44,-8,120
10/13/20 14:08,10/13/20 14:08,50.5545,-12.73367,148,158,12330.38,9,4.86,-11,121
10/13/20 14:10,10/13/20 14:10,50.513,-12.70767,148,158,12324.59,9,4.5,-5,122
10/13/20 14:12,10/13/20 14:12,50.47133,-12.68117,150,157,12316.36,10,4.76,-13,123
10/13/20 14:14,10/13/20 14:16,50.42933,-12.65367,150,157,12328.55,0,4.78,-8,
10/13/20 14:18,10/13/20 14:18,50.34583,-12.59883,152,157,12328.55,10,4.92,-10,126
10/13/20 14:20,10/13/20 14:20,50.30383,-12.571,152,157,12327.33,10,4.76,-10,127
10/13/20 14:22,10/13/20 14:22,50.26183,-12.54317,152,157,12327.33,10,4.7,-10,128
10/13/20 14:26,10/13/20 14:26,50.17783,-12.48733,152,156,12329.46,10,4.86,-7,130
10/13/20 14:28,10/13/20 14:28,50.13567,-12.45883,152,156,12322.45,10,4.5,-14,131
10/13/20 14:30,10/13/20 14:30,50.0935,-12.42967,154,155,12322.45,10,4.88,-6,132
10/13/20 14:32,10/13/20 14:32,50.05117,-12.4,154,155,12329.46,10,4.12,-2,133
10/13/20 14:36,10/13/20 14:36,49.96717,-12.34067,156,154,12327.33,9,4.78,-11,135
10/13/20 14:38,10/13/20 14:38,49.92483,-12.31,156,154,12328.55,10,4.9,-8,136
10/13/20 14:40,10/13/20 14:40,49.88233,-12.279,157,154,12319.41,10,4.6,-9,137
10/13/20 14:42,10/13/20 14:42,49.83933,-12.2475,157,154,12312.4,9,4.22,-4,138
10/13/20 14:44,10/13/20 14:44,49.7965,-12.21633,157,154,12309.35,9,4.8,-9,139
10/13/20 14:46,10/13/20 14:46,49.75383,-12.18483,156,154,12310.57,8,4.68,-11,140
10/13/20 14:48,10/13/20 14:48,49.7115,-12.1535,156,154,12303.56,9,4.08,-4,141
10/13/20 14:50,10/13/20 14:50,49.669,-12.12267,156,154,12302.34,9,4.22,-6,142
10/13/20 14:52,10/13/20 14:52,49.6265,-12.09183,157,154,12307.52,9,4.72,-5,143
10/13/20 14:54,10/13/20 14:54,49.58367,-12.06117,157,155,12306.3,9,4.84,-6,144
10/13/20 14:56,10/13/20 14:56,49.54083,-12.03017,157,154,12296.55,9,3.64,-1,145
10/13/20 14:58,10/13/20 14:58,49.498,-11.9985,157,154,12299.59,9,4.52,-7,146
10/13/20 15:00,10/13/20 15:00,49.45517,-11.96633,159,153,12298.38,9,3.42,1,147
10/13/20 15:02,10/13/20 15:02,49.41217,-11.9335,159,153,12291.36,9,4.42,-4,148
10/13/20 15:04,10/13/20 15:04,49.36967,-11.90083,157,153,12294.41,9,4.66,-8,149
10/13/20 15:08,10/13/20 15:08,49.2855,-11.83533,157,153,12280.39,9,3.62,-6,151
10/13/20 15:10,10/13/20 15:10,49.24333,-11.80267,157,153,12291.36,9,3.28,4,152
10/13/20 15:56,10/13/20 15:56,48.25217,-11.07117,163,154,12249.3,9,4.08,-11,4
10/13/20 16:37,10/13/20 16:37,47.3345,-10.385,165,153,12256.31,7,3.4,-7,2
10/13/20 16:39,10/13/20 16:39,47.29017,-10.35267,165,153,12241.38,8,4.12,-4,3
10/14/20 6:49,10/14/20 6:49,37.859,7.546,133,94,12290.45,10,3.84,-14,2
10/14/20 7:03,10/14/20 7:03,37.83833,7.90367,133,93,12289.54,12,3.78,-11,4
10/14/20 7:05,10/14/20 7:05,37.83617,7.954,131,92,12310.57,10,3.28,-9,5
10/14/20 7:15,10/14/20 7:15,37.831,8.19783,130,89,12300.51,10,3.88,-7,4
10/14/20 7:17,10/14/20 7:17,37.83133,8.247,130,89,12306.3,9,4.52,-10,5
10/14/20 7:19,10/14/20 7:19,37.83183,8.2965,130,89,12298.38,11,4.58,-15,6
10/14/20 7:28,10/14/20 7:28,37.8345,8.518,128,89,12303.56,11,4.78,-7,4
10/14/20 7:30,10/14/20 7:30,37.83517,8.56667,128,88,12306.3,11,4.84,-8,5
10/14/20 7:32,10/14/20 7:32,37.836,8.61533,128,88,12292.58,11,3.46,-13,6
10/14/20 7:34,10/14/20 7:34,37.83717,8.66383,128,88,12305.39,11,3.58,-8,7
10/14/20 7:38,10/14/20 7:40,37.83933,8.7615,130,88,12304.47,0,3.38,-11,
10/14/20 7:42,10/14/20 7:42,37.84117,8.85983,130,88,12297.46,10,4.86,-13,11
10/14/20 7:44,10/14/20 7:44,37.84233,8.909,130,88,12301.42,9,4.34,-9,12
10/14/20 7:46,10/14/20 7:46,37.84333,8.9585,130,88,12299.59,10,4.16,-10,13
10/14/20 7:50,10/14/20 7:50,37.845,9.05783,130,88,12300.51,10,4.52,-12,15
10/14/20 7:52,10/14/20 7:52,37.84567,9.10767,131,88,12298.38,10,4.74,-14,16
